2014., 1.,  1., -0.0624,  1.6862,  1.0000,  0.8644,  0.0991,  0.0000,  1.3000,    0.0000,  1
2014., 1.,  2., -0.0630,  1.6688,  1.0000,  0.8677,  0.0966,  0.0000,  1.3000,    0.0000,  1
2014., 1.,  3., -0.0638,  1.6517,  1.0000,  0.8724,  0.0951,  0.0000,  1.3000,    0.8500,  1
2014., 1.,  4., -0.0643,  1.6349,  1.0000,  0.8766,  0.0933,  0.0000,  1.3000,    0.0000,  1
2014., 1.,  5., -0.0635,  1.6184,  1.0000,  0.8811,  0.0920,  0.0000,  1.3000,    0.0000,  1
2014., 1.,  6., -0.0632,  1.6020,  1.0000,  0.8851,  0.0914,  0.0000,  1.3000,    4.2500,  1
2014., 1.,  7., -0.0633,  1.5860,  1.0000,  0.8912,  0.0974,  0.0000,  1.3000,   16.1500,  1
2014., 1.,  8., -0.0632,  1.5701,  1.0000,  0.9002,  0.0982,  0.0000,  1.3000,    0.0000,  1
2014., 1.,  9., -0.0633,  1.5546,  1.0000,  0.9129,  0.0982,  0.0000,  1.3000,    0.8500,  1
2014., 1., 10., -0.0634,  1.5393,  1.0000,  0.9247,  0.0996,  0.0000,  1.3000,    7.6500,  1
2014., 1., 11., -0.0628,  1.5242,  1.0000,  0.9353,  0.1012,  0.0000,  1.3000,    0.8500,  1
2014., 1., 12., -0.0625,  1.5094,  1.0000,  0.9452,  0.1017,  0.0000,  1.3000,    0.8500,  1
2014., 1., 13., -0.0628,  1.4947,  1.0000,  0.9574,  0.1017,  0.0000,  1.3000,    0.0000,  1
2014., 1., 14., -0.0625,  1.4803,  1.0000,  0.9690,  0.1023,  0.0000,  1.3000,    5.9500,  1
2014., 1., 15., -0.0635,  1.4661,  1.0000,  0.9790,  0.1038,  0.0000,  1.3000,    0.0000,  1
2014., 1., 16., -0.0640,  1.4522,  1.0000,  0.9918,  0.1038,  0.0000,  1.3000,    0.0000,  1
2014., 1., 17., -0.0641,  1.4384,  1.0000,  1.0046,  0.1051,  0.0000,  1.3000,   17.8500,  1
2014., 1., 18., -0.0630,  1.4248,  1.0000,  1.0150,  0.1161,  0.0000,  1.3000,   28.9000,  1
2014., 1., 19., -0.0640,  1.4115,  1.0000,  1.0220,  0.1249,  0.0000,  1.3000,   15.3000,  1
2014., 1., 20., -0.0645,  1.3984,  1.0000,  1.0262,  0.1250,  0.0000,  1.3000,    0.8500,  1
2014., 1., 21., -0.0638,  1.3856,  1.0000,  1.0272,  0.1199,  0.0000,  1.3000,    2.2229,  1
2014., 1., 22., -0.0640,  1.3728,  1.0000,  1.0277,  0.1146,  0.0000,  1.3000,    0.0000,  1
2014., 1., 23., -0.0642,  1.3602,  1.0000,  1.0307,  0.1135,  0.0000,  1.3000,    0.0000,  1
2014., 1., 24., -0.0645,  1.3478,  1.0000,  1.0316,  0.1120,  0.0000,  1.3000,    2.5500,  1
2014., 1., 25., -0.0653,  1.3358,  1.0000,  1.0319,  0.1106,  0.0000,  1.3000,    0.0149,  1
