1950	1	1	-4.495	70.435	11.679	62.397	245.346	675.367	0.49	0.019	-10	-10	-120	-120
1950	1	2	-10.088	70.277	9.042	65.73	221.631	669.318	1.899	0.019	-10	-10	-120	-120
1950	1	3	-19.15	52.262	4.517	82.8	179.64	658.912	6.177	0.019	-10	-10	-120	-120
1950	1	4	-22.28	64.867	10.373	75.244	175.461	655.487	1.633	0.019	-10	-10	-120	-120
1950	1	5	-21.187	75.151	8.809	68.898	183.418	656.781	2.213	0.019	-10	-10	-120	-120
1950	1	6	-15.868	71.472	14.237	100.574	178.465	662.891	0.3	0.019	-10	-10	-120	-120
1950	1	7	-9.62	64.754	10.781	110.061	191.99	669.768	0	0.019	-10	-10	-120	-120
1950	1	8	-6.992	66.648	13.354	72.404	229.813	672.696	2.949	0.019	-10	-10	-120	-120
1950	1	9	-10.178	67.041	13.862	73.661	217.519	669.247	11.814	0.019	-10	-10	-120	-120
1950	1	10	-12.62	67.286	12.774	106.989	185.989	666.534	1.671	0.019	-10	-10	-120	-120
1950	1	11	-11.2	67.042	13.145	78.206	211.608	668.115	2.395	0.019	-10	-10	-120	-120
1950	1	12	-11.616	65.072	7.195	79.612	209.489	667.655	9.564	0.019	-10	-10	-120	-120
1950	1	13	-14.805	74.451	12.981	67.771	207.481	664.128	7.626	0.019	-10	-10	-120	-120
1950	1	14	-14.032	70.891	18.548	65.64	211.746	664.997	9.144	0.019	-10	-10	-120	-120
1950	1	15	-16.708	68.734	16.399	85.022	190.811	661.927	9.245	0.019	-10	-10	-120	-120
1950	1	16	-12.547	74.399	14.283	84.657	205.993	666.592	2.649	0.019	-10	-10	-120	-120
1950	1	17	-5.832	77.684	14.933	65.968	243.998	673.947	13.592	0.019	-10	-10	-120	-120
1950	1	18	-3.405	81.994	14.778	47.134	267.608	676.528	32.274	0.019	-10	-10	-120	-120
1950	1	19	-1.623	78.888	10.868	58.634	267.501	678.381	9.483	0.019	-10	-10	-120	-120
1950	1	20	-0.745	72.998	12.785	99.501	242.664	679.277	0.735	0.019	-10	-10	-120	-120
1950	1	21	-1.317	71.771	13.658	109.249	234.325	678.675	0	0.019	-10	-10	-120	-120
1950	1	22	-1.529	75.681	14.029	87.364	249.551	678.478	0.105	0.019	-10	-10	-120	-120
1950	1	23	-3.349	75.744	12.87	53.955	264.616	676.582	6.919	0.019	-10	-10	-120	-120
1950	1	24	-8.169	63.986	7.138	93.299	219.624	671.406	19.108	0.019	-10	-10	-120	-120
1950	1	25	-16.613	68.87	6.893	82.643	197.888	662.078	6.903	0.019	-10	-10	-120	-120
1950	1	26	-17.758	71.82	13.93	128.559	169.407	660.714	0.616	0.019	-10	-10	-120	-120
1950	1	27	-11.244	71.299	13.373	93.112	211.6	668.054	3.098	0.019	-10	-10	-120	-120
1950	1	28	-10.078	70.927	16.828	70.757	229.366	669.371	13.708	0.019	-10	-10	-120	-120
1950	1	29	-16.378	67.188	6.896	97.91	192.531	662.32	5.351	0.019	-10	-10	-120	-120
1950	1	30	-18.322	69.711	2.597	88.13	192.28	660.121	1.675	0.019	-10	-10	-120	-120
1950	1	31	-18.336	67.731	8.57	100.736	186.3	660.07	0.598	0.019	-10	-10	-120	-120
1950	2	1	-18.149	69.972	10.242	85.31	195.457	660.325	1.566	0.019	-10	-10	-120	-120
1950	2	2	-17.876	67.324	11.004	145.68	166.129	660.547	0.215	0.019	-10	-10	-120	-120
1950	2	3	-10.991	65.111	11.537	147.841	187.019	668.265	0	0.019	-10	-10	-120	-120
1950	2	4	-5.153	69.185	12.966	145.348	210.505	674.601	0	0.019	-10	-10	-120	-120
1950	2	5	-2.067	76.832	12.519	87.414	256.707	677.925	0	0.019	-10	-10	-120	-120
1950	2	6	-3.016	75.591	10.315	74.36	260.463	676.933	6.142	0.019	-10	-10	-120	-120
1950	2	7	-5.983	67.955	7.6	98.551	235.067	673.78	15.044	0.019	-10	-10	-120	-120
1950	2	8	-12.261	64.793	7.34	116.521	203.557	666.918	2.243	0.019	-10	-10	-120	-120
1950	2	9	-11.177	69.094	13.229	157.374	188.023	668.098	0.031	0.019	-10	-10	-120	-120
1950	2	10	-6.766	68.91	9.286	107.05	229.963	672.938	1.024	0.019	-10	-10	-120	-120
1950	2	11	-7.513	68.922	5.399	109.167	226.768	672.139	5.449	0.019	-10	-10	-120	-120
1950	2	12	-10.145	68.099	9.111	97.889	223.155	669.292	2.359	0.019	-10	-10	-120	-120
1950	2	13	-13.61	69.24	7.649	127.025	198.618	665.364	2.206	0.019	-10	-10	-120	-120
1950	2	14	-8.552	70.485	11.163	111.238	224.2	671.018	3.45	0.019	-10	-10	-120	-120
1950	2	15	-6.889	70.094	10.356	161.18	207.123	672.791	0.566	0.019	-10	-10	-120	-120
1950	2	16	-3.384	65.531	10.667	167.749	217.468	676.491	0.016	0.019	-10	-10	-120	-120
1950	2	17	-4.766	67.585	11.134	142.534	225.384	675.077	0	0.019	-10	-10	-120	-120
1950	2	18	-7.437	68.319	7.278	172.459	202.801	672.189	0	0.019	-10	-10	-120	-120
1950	2	19	-3.627	65.361	11.067	177.12	215.453	676.221	0	0.019	-10	-10	-120	-120
1950	2	20	-1.918	59.623	11.168	134.753	242.241	678.005	0.98	0.019	-10	-10	-120	-120
1950	2	21	-8.665	63.545	10.758	131.41	219.142	670.88	4.445	0.019	-10	-10	-120	-120
1950	2	22	-10.528	73.138	13.16	130.12	214.684	668.843	5.051	0.019	-10	-10	-120	-120
1950	2	23	-7.524	81.956	14.977	75.593	250.03	672.154	17.486	0.019	-10	-10	-120	-120
1950	2	24	-4.158	77.488	15.769	113.67	247.799	675.714	7.133	0.019	-10	-10	-120	-120
1950	2	25	-1.553	72.762	12.477	142.695	245.898	678.448	0.675	0.019	-10	-10	-120	-120
1950	2	26	-1.6	67.796	9.513	184.547	227.807	678.364	0	0.019	-10	-10	-120	-120
1950	2	27	-1.719	65.3	11.07	179.417	229.921	678.253	0	0.019	-10	-10	-120	-120
1950	2	28	-6.378	65.76	4.488	169.825	216.898	673.358	0	0.019	-10	-10	-120	-120
1950	3	1	-10.192	64.077	3.067	204.428	190.649	669.18	0	0.019	-10	-10	-120	-120
1950	3	2	-6.468	61.858	7.792	210.318	202.253	673.161	0	0.019	-10	-10	-120	-120
1950	3	3	-4.635	72.703	11.654	176.307	224.791	675.207	0	0.019	-10	-10	-120	-120
1950	3	4	-1.507	70.999	11.201	179.701	236.451	678.48	0	0.019	-10	-10	-120	-120
1950	3	5	-0.482	62.483	9.747	155.833	249.895	679.503	2.616	0.019	-10	-10	-120	-120
1950	3	6	-4.798	57.971	14.7	162.618	230.138	674.984	11.101	0.019	-10	-10	-120	-120
1950	3	7	-13.677	73.152	13.951	114.366	216.944	665.404	11.98	0.019	-10	-10	-120	-120
1950	3	8	-11.896	73.64	9.376	215.855	188.675	667.307	1.492	0.019	-10	-10	-120	-120
1950	3	9	-6.667	72.857	9.108	126.559	239.783	673.059	3.229	0.019	-10	-10	-120	-120
1950	3	10	-7.897	67.738	4.878	130.809	233.59	671.732	16.929	0.019	-10	-10	-120	-120
1950	3	11	-14.174	63.207	6.653	166.817	199.214	664.801	19.266	0.019	-10	-10	-120	-120
1950	3	12	-18.184	70.373	5.216	144.946	194.09	660.281	4.91	0.019	-10	-10	-120	-120
