YEAR MON DAY    tlake   fice    hice   hsnow    evap   lakelev  discharge   d18O
1951  11 324   0.0212 1.0000  0.2745  0.0600  0.0000    1.2474 0.0000E+00  -5.70 
1951  11 325   0.0203 1.0000  0.2817  0.0705  0.0000    1.2478 0.0000E+00  -5.70 
1951  11 326   0.0246 1.0000  0.2944  0.0740  0.0000    1.2483 0.0000E+00  -5.71 
1951  11 327   0.0279 1.0000  0.3010  0.0757  0.0000    1.2487 0.0000E+00  -5.71 
1951  11 328   0.0269 1.0000  0.3042  0.0754  0.0000    1.2491 0.0000E+00  -5.71 
1951  11 329   0.0258 1.0000  0.3062  0.0733  0.0000    1.2495 0.0000E+00  -5.71 
1951  11 330   0.0255 1.0000  0.3072  0.0709  0.0000    1.2500 0.0000E+00  -5.71 
1951  11 331   0.0253 1.0000  0.3079  0.0688  0.0000    1.2504 0.0000E+00  -5.72 
1951  11 332   0.0256 1.0000  0.3077  0.0660  0.0000    1.2508 0.0000E+00  -5.72 
1951  11 333   0.0256 1.0000  0.3064  0.0631  0.0000    1.2513 0.0000E+00  -5.72 
1951  11 334   0.0228 1.0000  0.3049  0.0597  0.0000    1.2517 0.0000E+00  -5.72 
1951  12 335   0.0202 1.0000  0.3048  0.0565  0.0000    1.2522 0.0000E+00  -5.72 
1951  12 336   0.0205 1.0000  0.3072  0.0585  0.0000    1.2526 0.0000E+00  -5.73 
1951  12 337   0.0195 1.0000  0.3123  0.0625  0.0000    1.2531 0.0000E+00  -5.73 
1951  12 338   0.0183 1.0000  0.3178  0.0650  0.0000    1.2535 0.0000E+00  -5.73 
1951  12 339   0.0176 1.0000  0.3230  0.0763  0.0000    1.2540 0.0000E+00  -5.73 
1951  12 340   0.0178 1.0000  0.3307  0.0832  0.0000    1.2544 0.0000E+00  -5.73 
1951  12 341   0.0207 1.0000  0.3388  0.0842  0.0000    1.2549 0.0000E+00  -5.74 
1951  12 342   0.0229 1.0000  0.3471  0.0842  0.0000    1.2553 0.0000E+00  -5.74 
1951  12 343   0.0218 1.0000  0.3547  0.0832  0.0000    1.2558 0.0000E+00  -5.74 
1951  12 344   0.0211 1.0000  0.3602  0.0816  0.0000    1.2563 0.0000E+00  -5.74 
1951  12 345   0.0200 1.0000  0.3631  0.0792  0.0000    1.2567 0.0000E+00  -5.74 
1951  12 346   0.0175 1.0000  0.3652  0.0769  0.0000    1.2572 0.0000E+00  -5.75 
1951  12 347   0.0171 1.0000  0.3695  0.0774  0.0000    1.2577 0.0000E+00  -5.75 
1951  12 348   0.0165 1.0000  0.3761  0.0852  0.0000    1.2581 0.0000E+00  -5.75 
1951  12 349   0.0136 1.0000  0.3845  0.0965  0.0000    1.2586 0.0000E+00  -5.75 
1951  12 350   0.0121 1.0000  0.4069  0.1022  0.0000    1.2591 0.0000E+00  -5.75 
1951  12 351   0.0128 1.0000  0.4303  0.1082  0.0000    1.2595 0.0000E+00  -5.76 
1951  12 352   0.0126 1.0000  0.4402  0.1107  0.0000    1.2600 0.0000E+00  -5.76 
1951  12 353   0.0128 1.0000  0.4485  0.1128  0.0000    1.2605 0.0000E+00  -5.76 
1951  12 354   0.0126 1.0000  0.4588  0.1154  0.0000    1.2609 0.0000E+00  -5.76 
1951  12 355   0.0115 1.0000  0.4701  0.1182  0.0000    1.2614 0.0000E+00  -5.76 
1951  12 356   0.0116 1.0000  0.4832  0.1215  0.0000    1.2619 0.0000E+00  -5.77 
1951  12 357   0.0112 1.0000  0.4943  0.1243  0.0000    1.2623 0.0000E+00  -5.77 
1951  12 358   0.0111 1.0000  0.5082  0.1277  0.0000    1.2628 0.0000E+00  -5.77 
1951  12 359   0.0112 1.0000  0.5204  0.1309  0.0000    1.2633 0.0000E+00  -5.77 
1951  12 360   0.0107 1.0000  0.5236  0.1317  0.0000    1.2637 0.0000E+00  -5.77 
1951  12 361   0.0096 1.0000  0.5243  0.1311  0.0000    1.2642 0.0000E+00  -5.77 
1951  12 362   0.0087 1.0000  0.5299  0.1332  0.0000    1.2647 0.0000E+00  -5.78 
1951  12 363   0.0080 1.0000  0.5616  0.1410  0.0000    1.2651 0.0000E+00  -5.78 
1951  12 364   0.0082 1.0000  0.6060  0.1522  0.0000    1.2656 0.0000E+00  -5.78 
